variant_id	variant_class	sv_log_length	repeat_overlap	allele_frequency	is_copy_number	annotation_1	annotation_2	annotation_3
v725	duplication_long	0.55647	0	0.01373	1	-1.31208	0.14067	-1.07255
v726	snv	-0.79182	0	0.06797	0	1.54367	0.236	-1.30964
v727	snv	-0.79182	0	0.01	0	0.01992	0.08325	0.0406
v728	snv	-0.79182	0	0.02293	0	0.0041	-0.42602	-3.09009
v729	snv	-0.79182	0	0.01	0	0.245	-1.095	0.09043
v730	small_indel	-0.03414	0	0.01384	0	-1.17011	0.77557	0.83657
v731	other_complex_sv	1.34715	0	0.01	0	-0.90436	1.31818	0.09293
v732	small_indel	-0.35215	0	0.01	0	0.25353	-0.63784	0.06892
v733	inversion_bnd_complex	1.62242	0	0.01	0	0.4321	-1.40496	-2.77612
v734	insertion_mei	0.60222	0	0.06897	0	0.82819	0.64576	-1.32857
v735	snv	-0.79182	0	0.02949	0	0.01591	-0.41276	0.68102
v736	insertion_mei	1.55976	0	0.01	0	0.12934	-0.12311	-0.49876
v737	snv	-0.79182	0	0.01222	0	-1.58051	1.38978	-1.64765
v738	duplication_long	0.82909	0	0.01	1	0.33436	-0.46627	-0.85197
v739	inversion_bnd_complex	0.42177	0	0.01	0	1.77845	-0.62158	0.0093
v740	small_indel	-0.06576	0	0.01	0	0.90017	-0.44313	0.77277
v741	duplication_short	0.2279	0	0.01	1	-0.88961	1.19926	0.40895
v742	str_vntr_repeat	1.41043	1	0.01	0	-1.02957	-0.39976	0.69819
v743	snv	-0.79182	0	0.01	0	0.41607	0.41809	-1.12023
v744	insertion_mei	0.26065	0	0.01	0	0.57747	-0.12778	1.57106
v745	snv	-0.79182	0	0.04556	0	0.53286	1.59217	0.88022
v746	snv	-0.79182	0	0.01859	0	1.10377	0.0128	-0.17416
v747	insertion_mei	1.55457	0	0.01	0	2.59901	-1.09013	0.41035
v748	other_complex_sv	0.86423	0	0.01	0	-0.26232	-0.48917	-0.20398
v749	snv	-0.79182	0	0.06115	0	0.34135	0.96434	0.86931
v750	snv	-0.79182	0	0.01	0	0.77474	0.44	-0.48455
v751	deletion_short	1.48598	0	0.01	1	0.30955	-1.11816	-3.00438
v752	str_vntr_repeat	0.7316	1	0.01352	0	0.72322	-2.68472	1.16704
v753	snv	-0.79182	0	0.24619	0	0.0894	0.43648	2.27325
v754	other_complex_sv	0.88437	0	0.08741	0	-1.25068	0.54341	-0.36064
v755	snv	-0.79182	0	0.05217	0	2.40183	-0.49525	0.62822
v756	snv	-0.79182	0	0.01	0	-0.24116	0.35196	-0.0962
v757	snv	-0.79182	0	0.04028	0	0.52911	-0.4087	-0.5045
v758	duplication_long	1.78475	0	0.01	1	0.14178	1.22367	-0.89927
v759	snv	-0.79182	0	0.01	0	-0.10927	1.76623	1.44321
v760	deletion_short	2.06511	0	0.01	1	1.65767	0.44573	1.96309
v761	snv	-0.79182	0	0.06317	0	0.43496	0.3345	-0.22139
v762	snv	-0.79182	0	0.03754	0	-0.0412	0.52385	-1.11298
v763	snv	-0.79182	0	0.11958	0	-1.02794	0.39218	0.54825
v764	deletion_short	2.12061	0	0.01	1	0.50896	0.77124	0.51225
v765	snv	-0.79182	0	0.02158	0	1.60415	0.07943	-0.51165
v766	snv	-0.79182	0	0.01	0	0.29337	0.46957	0.06469
v767	small_indel	-0.23383	0	0.02899	0	-0.35412	-2.50736	0.76017
v768	snv	-0.79182	0	0.02478	0	-0.86221	-1.28746	0.18165
v769	snv	-0.79182	0	0.01	0	1.76409	0.87959	-0.68071
v770	other_complex_sv	0.46356	0	0.01	0	1.41686	0.75905	0.73604
v771	snv	-0.79182	0	0.01	0	0.11241	0.48497	1.27063
v772	inversion_bnd_complex	2.09263	0	0.01	0	-0.64236	1.86405	-0.72434
v773	snv	-0.79182	0	0.01	0	0.60318	0.6653	-0.16117
v774	str_vntr_repeat	1.05737	1	0.01	0	-0.66635	0.33125	1.03588
v775	snv	-0.79182	0	0.01823	0	-0.01968	-0.29795	0.42274
v776	snv	-0.79182	0	0.01	0	-0.84732	-0.37164	0.22445
v777	deletion_long	2.06702	0	0.01	1	0.48254	0.3806	0.45299
v778	other_complex_sv	1.86221	0	0.01	0	-0.53599	0.84865	-0.24066
v779	snv	-0.79182	0	0.01	0	0.18464	-1.59106	0.44628
v780	snv	-0.79182	0	0.16048	0	2.3812	0.37157	-0.311
v781	insertion_mei	1.04448	0	0.01	0	-0.51994	-1.33284	-0.35091
v782	str_vntr_repeat	1.03223	1	0.01	0	0.25626	-2.31336	1.20645
v783	deletion_short	1.0591	0	0.01	1	-1.69767	1.51335	1.09276
v784	duplication_long	1.4578	1	0.01	1	-1.16416	-0.21182	0.84197
v785	duplication_short	0.48058	1	0.01	1	0.81723	0.08226	-0.77425
v786	duplication_long	0.98306	0	0.01	1	-1.17525	-0.14117	0.13408
v787	other_complex_sv	1.71467	1	0.01	0	0.10851	0.29425	-0.49376
v788	deletion_short	1.55989	0	0.01	1	-0.11417	-0.76292	1.00794
v789	insertion_mei	1.10164	0	0.01	0	0.56464	0.67395	-1.28321
v790	snv	-0.79182	0	0.29119	0	1.58414	1.12057	-0.18019
v791	deletion_long	1.27806	0	0.01	1	0.49433	0.4694	-0.65419
v792	snv	-0.79182	0	0.01	0	-0.05647	0.99743	0.62048
v793	deletion_short	0.65214	0	0.0624	1	-0.14283	-2.11388	0.52821
v794	snv	-0.79182	0	0.08229	0	-2.10592	1.78105	-0.15528
v795	snv	-0.79182	0	0.01	0	0.76178	-0.6048	1.99841
v796	insertion_mei	1.60231	0	0.01	0	1.57478	0.56998	-0.95524
v797	snv	-0.79182	0	0.01	0	-1.42086	-0.46457	-0.61046
v798	snv	-0.79182	0	0.01	0	-0.34805	-0.86264	-0.11511
v799	snv	-0.79182	0	0.01	0	-0.02234	-1.36984	0.42011
v800	small_indel	0.00829	1	0.01756	0	-0.91674	-0.11589	0.71113
v801	snv	-0.79182	0	0.01249	0	0.06906	-0.7583	-0.56175
v802	snv	-0.79182	0	0.01	0	-0.84837	-0.03626	-0.52386
v803	snv	-0.79182	0	0.01	0	-0.8076	0.61498	-1.47824
v804	str_vntr_repeat	1.72102	1	0.01	0	1.43585	1.27714	0.21884
v805	snv	-0.79182	0	0.07966	0	1.70365	0.80039	-0.89893
v806	snv	-0.79182	0	0.01	0	0.89503	-0.44931	-0.52184
v807	snv	-0.79182	1	0.0231	0	0.12135	-0.29801	0.52934
v808	snv	-0.79182	0	0.01	0	-0.17201	-0.64298	0.37107
v809	deletion_long	0.20626	1	0.03541	1	0.15615	-0.80567	-0.79141
v810	snv	-0.79182	0	0.01	0	1.26558	0.74066	0.14776
v811	snv	-0.79182	0	0.01	0	-1.14382	0.60949	1.30167
v812	deletion_short	0.24978	0	0.01	1	0.78203	1.62853	0.28577
v813	str_vntr_repeat	1.08864	1	0.01671	0	0.7802	-0.30709	-0.54248
v814	duplication_long	0.46239	0	0.01861	1	-0.93689	0.50428	-0.03716
v815	snv	-0.79182	0	0.01	0	1.44217	0.16276	-1.71848
v816	deletion_long	1.20547	0	0.01	1	1.97726	0.45081	0.50885
v817	deletion_long	1.1683	0	0.01	1	0.12069	1.14308	-1.14244
v818	duplication_short	1.72619	0	0.01	1	-0.24515	0.5342	-0.22288
v819	snv	-0.79182	0	0.01	0	0.69904	-0.18291	0.24409
v820	duplication_long	0.26997	0	0.021	1	0.77485	-0.89632	-0.01777
v821	snv	-0.79182	0	0.02234	0	0.3845	-0.1226	-0.9472
v822	snv	-0.79182	0	0.21109	0	1.45297	-1.30203	-0.02343
v823	deletion_short	0.44744	0	0.08359	1	-0.00856	0.26537	1.07213
v824	snv	-0.79182	0	0.10864	0	0.70994	-1.03872	-0.79547
v825	snv	-0.79182	1	0.01	0	-0.05016	0.86479	0.07777
v826	inversion_bnd_complex	1.8931	0	0.03594	0	0.33344	-0.24725	-2.58482
v827	snv	-0.79182	0	0.01	0	-0.12335	-1.08142	0.48413
v828	other_complex_sv	1.07291	0	0.01	0	-1.4366	-0.06798	-1.22285
v829	snv	-0.79182	0	0.02308	0	-0.92292	-1.56187	-0.42608
v830	snv	-0.79182	0	0.01135	0	-0.4907	-1.26826	0.08904
v831	duplication_short	1.87726	0	0.03964	1	-2.99212	-0.61677	-1.73177
v832	snv	-0.79182	0	0.04012	0	-0.54373	2.36468	-0.32361
v833	snv	-0.79182	0	0.0123	0	1.80246	0.35587	-1.80503
v834	deletion_short	1.00129	0	0.01	1	-1.9251	-0.14439	-1.21978
v835	snv	-0.79182	0	0.10181	0	-0.85407	1.59336	0.3138
v836	inversion_bnd_complex	1.01529	0	0.01	0	0.41177	1.14359	1.59692
v837	snv	-0.79182	0	0.02462	0	0.76402	-0.07809	1.40979
v838	other_complex_sv	0.69234	0	0.01	0	-1.0156	-1.90113	1.81487
v839	snv	-0.79182	0	0.01	0	-0.91557	-1.22802	0.31661
v840	snv	-0.79182	0	0.2685	0	-0.92759	1.11352	-1.45161
v841	snv	-0.79182	0	0.01	0	0.472	-1.24827	0.61883
v842	str_vntr_repeat	0.70118	1	0.01	0	-0.01285	0.0708	1.38579
v843	duplication_short	1.47475	0	0.02346	1	0.62454	-0.79941	-1.14474
v844	snv	-0.79182	1	0.01	0	0.09832	-1.20137	0.24524
v845	insertion_mei	1.75354	0	0.01	0	-1.22089	-0.15188	0.27874
v846	duplication_long	1.15784	0	0.01	1	-1.01755	-1.26483	-1.84946
v847	small_indel	0.02223	0	0.03639	0	0.76784	0.51713	-0.66982
v848	snv	-0.79182	0	0.21308	0	0.23995	1.40699	0.63021
v849	snv	-0.79182	0	0.01	0	-0.02446	-0.22469	-0.65066
v850	duplication_short	1.83268	0	0.01	1	0.124	-1.42789	-1.76802
v851	other_complex_sv	1.02935	0	0.01	0	-0.98073	0.26858	1.8189
v852	snv	-0.79182	0	0.02013	0	-1.28885	1.01451	-2.12702
v853	snv	-0.79182	0	0.01	0	-0.31939	0.57257	-0.58573
v854	insertion_mei	0.69038	0	0.01	0	-0.87463	-1.61638	0.45679
v855	snv	-0.79182	0	0.01	0	-0.76779	-0.06928	0.13802
v856	snv	-0.79182	0	0.08811	0	-0.88136	-0.88929	1.07098
v857	snv	-0.79182	0	0.01	0	2.00611	-1.07284	-0.09259
v858	insertion_mei	1.23677	0	0.01	0	0.855	0.18593	1.63316
v859	snv	-0.79182	0	0.01	0	-0.18556	1.0356	-1.50011
v860	str_vntr_repeat	0.57919	1	0.01	0	-1.0198	0.97578	1.14362
v861	snv	-0.79182	1	0.01455	0	0.17105	-0.1797	0.06764
v862	duplication_short	0.84482	0	0.02048	1	-0.49069	0.70799	-0.1677
v863	duplication_long	1.50507	0	0.01	1	1.22842	-1.9204	-0.09181
v864	insertion_mei	0.30863	1	0.01	0	-0.62666	-0.25799	-1.68226
v865	deletion_long	1.65979	0	0.01285	1	-0.54704	0.87719	-1.49425
v866	snv	-0.79182	0	0.0608	0	-0.30613	-1.10957	-0.22099
v867	snv	-0.79182	0	0.01	0	0.28047	1.37983	-0.01275
v868	small_indel	0.01769	0	0.01	0	0.85907	0.64309	-0.87376
v869	snv	-0.79182	0	0.01	0	1.15386	1.11029	-0.71362
v870	small_indel	-0.0401	0	0.09982	0	0.763	-1.38662	0.44319
v871	snv	-0.79182	0	0.01	0	0.96305	-2.11791	0.17786
v872	duplication_long	1.27928	0	0.01	1	-0.74326	-1.62687	-0.17161
v873	snv	-0.79182	0	0.01	0	-0.27293	-2.84902	-1.39886
v874	snv	-0.79182	1	0.06859	0	0.37985	0.53107	1.73522
v875	deletion_long	0.95786	0	0.07925	1	0.74356	1.51269	0.55779
v876	duplication_long	0.99248	1	0.01	1	0.0848	1.39049	1.78111
v877	snv	-0.79182	0	0.03004	0	0.22975	-0.906	-0.83506
v878	snv	-0.79182	0	0.01127	0	0.80602	-1.6648	1.45967
v879	snv	-0.79182	0	0.12881	0	-1.16813	0.58501	-0.94241
v880	snv	-0.79182	0	0.09897	0	0.38592	-0.25611	-0.06882
v881	inversion_bnd_complex	1.45106	0	0.01	0	1.11475	1.0569	-1.90091
v882	inversion_bnd_complex	1.91625	0	0.01	0	1.50813	-1.4481	1.37983
v883	deletion_long	0.92601	0	0.02665	1	0.3384	-0.51259	1.13924
v884	snv	-0.79182	0	0.01617	0	-0.44446	-0.38236	0.23606
v885	snv	-0.79182	0	0.01	0	-1.15222	1.60425	-0.9749
v886	snv	-0.79182	0	0.01	0	0.15835	-1.97962	0.07228
v887	snv	-0.79182	0	0.01	0	1.18265	0.43955	-0.16885
v888	str_vntr_repeat	0.98218	1	0.01	0	-0.48219	0.21168	2.55395
v889	duplication_short	1.36336	0	0.01	1	0.66883	-2.39989	-1.03057
v890	small_indel	-0.00664	0	0.01	0	-0.69235	0.05742	-1.1038
v891	duplication_short	1.55438	0	0.01	1	-0.98248	-0.826	0.50085
v892	snv	-0.79182	1	0.01	0	1.21627	0.75212	0.53601
v893	snv	-0.79182	0	0.01881	0	0.44389	-0.107	-0.58354
v894	small_indel	-0.07986	0	0.04402	0	0.12517	-1.51635	0.76975
v895	snv	-0.79182	0	0.01	0	0.01807	0.59869	0.15397
v896	snv	-0.79182	0	0.01	0	-1.32878	1.06502	-1.71695
v897	snv	-0.79182	0	0.13102	0	0.85645	-0.86791	0.01934
v898	small_indel	-0.41298	0	0.01	0	-0.47802	0.63481	-0.46924
v899	snv	-0.79182	0	0.06109	0	-0.01684	-0.95274	-0.35857
v900	snv	-0.79182	0	0.03771	0	-0.17552	-0.05943	-1.01903
v901	snv	-0.79182	1	0.02468	0	0.39875	-0.34382	-1.85384
v902	insertion_mei	1.84886	0	0.01	0	0.27428	-0.53136	-0.16556
v903	str_vntr_repeat	0.53482	1	0.01	0	0.11021	-1.95276	0.09429
v904	inversion_bnd_complex	1.24082	0	0.01	0	0.22697	-0.2844	-0.67558
v905	snv	-0.79182	1	0.01	0	2.15079	-0.43274	-0.41651
v906	snv	-0.79182	0	0.01249	0	-0.52642	1.84322	0.9352
v907	inversion_bnd_complex	1.3754	0	0.01	0	1.41348	0.73083	0.26795
v908	insertion_mei	1.32898	0	0.01032	0	-0.01681	1.55082	0.54551
v909	snv	-0.79182	0	0.01	0	-0.36175	-0.35769	-0.72809
v910	snv	-0.79182	0	0.01	0	-1.61713	0.4631	0.25071
v911	snv	-0.79182	1	0.02968	0	0.21373	-0.66068	-0.49548
v912	snv	-0.79182	0	0.01	0	-0.20279	-2.51064	0.10875
v913	duplication_short	1.30488	1	0.01776	1	-0.67235	-1.82259	1.04569
v914	snv	-0.79182	0	0.01	0	0.49461	0.38153	0.26983
v915	snv	-0.79182	0	0.01	0	-1.47077	-0.43455	0.36299
v916	snv	-0.79182	0	0.01408	0	2.53733	-0.97133	0.95238
v917	snv	-0.79182	0	0.01	0	0.37899	-0.6107	1.12747
v918	small_indel	-0.26642	0	0.0326	0	0.31732	0.61845	-0.60242
v919	str_vntr_repeat	0.33636	1	0.01	0	-0.90524	0.36931	-0.77236
v920	snv	-0.79182	0	0.06655	0	-1.38869	-0.61693	0.67297
v921	inversion_bnd_complex	0.542	0	0.01	0	1.31231	-1.99176	-1.21022
v922	snv	-0.79182	0	0.04345	0	-0.27072	-1.82199	0.20772
v923	snv	-0.79182	0	0.09537	0	1.23006	-2.43595	-0.37941
v924	snv	-0.79182	0	0.02013	0	-0.73135	0.44539	-0.90639
v925	snv	-0.79182	0	0.04595	0	-0.21041	3.15868	0.09263
v926	str_vntr_repeat	0.3856	1	0.01	0	-0.17927	0.51112	-0.19196
v927	snv	-0.79182	0	0.04716	0	-0.77266	1.42129	0.40493
v928	inversion_bnd_complex	1.31326	0	0.04178	0	1.20846	2.06173	1.42427
v929	duplication_short	0.62085	0	0.01	1	1.14393	1.24322	-1.70983
v930	deletion_long	1.67828	0	0.01556	1	-0.40533	1.05522	0.67942
v931	snv	-0.79182	0	0.01391	0	1.04219	-0.22636	-0.40737
v932	snv	-0.79182	0	0.20626	0	0.58269	-2.57336	0.358
v933	str_vntr_repeat	1.05998	1	0.07466	0	-2.0883	0.05084	-0.62173
v934	snv	-0.79182	0	0.21301	0	-0.03478	-0.13982	0.46672
v935	snv	-0.79182	0	0.01	0	0.7609	0.2368	1.89522
v936	other_complex_sv	0.56103	0	0.01	0	-0.31795	0.74016	-2.00898
v937	snv	-0.79182	1	0.01	0	-2.73278	-0.49278	0.04951
v938	snv	-0.79182	0	0.01	0	-1.09296	-1.80908	1.63269
v939	snv	-0.79182	0	0.06276	0	-1.13872	-1.14689	-0.49271
v940	snv	-0.79182	0	0.03253	0	0.61864	-0.08255	-1.22985
v941	snv	-0.79182	0	0.01	0	-0.04089	-0.63317	-0.03713
v942	snv	-0.79182	0	0.02181	0	1.44626	-3.10473	2.59235
v943	snv	-0.79182	0	0.01339	0	1.14445	-0.84793	-0.48452
v944	small_indel	-0.19278	0	0.07232	0	0.65392	0.70045	1.04211
v945	snv	-0.79182	1	0.07336	0	0.08612	0.88379	0.44155
v946	snv	-0.79182	0	0.01	0	-0.85132	1.92995	2.1779
v947	snv	-0.79182	1	0.08452	0	-0.96274	1.88753	-0.63954
v948	snv	-0.79182	0	0.21241	0	-0.2415	-1.80729	0.04381
v949	duplication_long	1.1531	0	0.01	1	0.28273	-1.48031	-1.44528
v950	snv	-0.79182	1	0.01991	0	0.43998	-2.83314	0.85356
v951	other_complex_sv	0.53966	0	0.01	0	-0.49336	-0.39624	0.0743
v952	deletion_short	1.17083	0	0.01	1	-1.02196	-0.07265	1.25127
v953	inversion_bnd_complex	0.89655	0	0.03796	0	-0.46882	-0.45832	1.3349
v954	snv	-0.79182	1	0.01	0	1.26575	2.29837	0.70534
v955	other_complex_sv	1.02932	0	0.01	0	-0.57082	0.47221	-0.37071
v956	small_indel	-0.02835	0	0.09368	0	-0.81413	-0.147	0.67733
v957	snv	-0.79182	0	0.10876	0	-0.42121	-1.08834	0.75406
v958	duplication_long	1.2396	0	0.01	1	-0.30516	-0.89132	2.22631
v959	small_indel	-0.03414	0	0.05553	0	0.51228	-0.13422	-0.31403
v960	snv	-0.79182	0	0.01	0	0.47889	1.28764	0.2874
v961	snv	-0.79182	0	0.01	0	-1.91648	1.17734	-0.03326
v962	snv	-0.79182	0	0.01846	0	1.31889	-0.50413	-1.0087
v963	snv	-0.79182	0	0.01	0	0.26117	0.12156	1.61646
v964	snv	-0.79182	0	0.13512	0	-0.03617	-0.31937	1.54483
v965	snv	-0.79182	0	0.08254	0	1.07279	3.54681	0.47607
v966	snv	-0.79182	0	0.01	0	-0.87842	-0.88452	-0.50233
v967	deletion_short	0.59357	0	0.01	1	-3.08	0.44902	-0.97527
v968	duplication_long	0.87477	0	0.01084	1	-0.06817	-0.98581	0.20898
v969	duplication_short	1.87518	0	0.01	1	-0.42627	0.28202	-0.52512
v970	snv	-0.79182	0	0.01	0	0.45231	0.30585	1.60707
v971	insertion_mei	1.27814	0	0.01	0	-1.17975	0.26689	0.74121
v972	inversion_bnd_complex	0.58915	0	0.01	0	-0.83806	-0.14508	-1.63504
v973	duplication_short	0.85814	0	0.01	1	-0.98546	1.93333	-0.40471
v974	str_vntr_repeat	1.36957	1	0.01	0	-0.6248	-0.23764	0.51094
v975	snv	-0.79182	0	0.01	0	1.40599	0.36471	1.30564
v976	snv	-0.79182	0	0.04728	0	0.5006	2.72999	0.93268
v977	duplication_short	0.47561	0	0.01	1	0.21443	-0.06346	-1.392
v978	duplication_long	1.78069	1	0.01	1	-0.20162	-0.27328	-0.20031
v979	snv	-0.79182	0	0.03582	0	0.45638	-3.592	-0.52562
v980	snv	-0.79182	1	0.01398	0	-0.9101	-0.08333	1.5633
v981	snv	-0.79182	0	0.01	0	-0.30344	1.27213	1.11699
v982	str_vntr_repeat	0.94912	1	0.01	0	-0.01047	3.17082	0.2639
v983	snv	-0.79182	0	0.02368	0	0.10258	0.4195	-1.04828
v984	snv	-0.79182	0	0.01	0	-0.17981	-1.47179	-0.35107
v985	snv	-0.79182	0	0.03028	0	2.01064	2.78318	-1.44296
v986	snv	-0.79182	0	0.01435	0	-0.63995	-0.52645	-0.41531
v987	insertion_mei	0.60224	1	0.01	0	-0.46986	-0.83959	-0.148
v988	snv	-0.79182	0	0.02541	0	-2.14405	0.09662	-0.51816
v989	snv	-0.79182	0	0.01	0	-1.43521	0.1667	-0.68953
v990	insertion_mei	1.30878	0	0.01	0	-1.45143	-1.61674	0.95063
v991	deletion_short	0.50799	0	0.01	1	0.3625	0.0541	0.34136
v992	inversion_bnd_complex	0.6609	0	0.05477	0	1.38009	1.95457	1.7848
v993	insertion_mei	1.96926	0	0.03356	0	-0.90101	-1.51334	0.36608
v994	duplication_short	0.94192	0	0.01	1	-1.63166	2.38126	1.29136
v995	snv	-0.79182	0	0.03872	0	-0.42732	0.30076	-1.1556
v996	other_complex_sv	0.65701	0	0.01	0	1.99009	0.17882	0.5565
v997	inversion_bnd_complex	0.99412	0	0.01	0	-1.40553	-2.46794	-0.49531
v998	snv	-0.79182	0	0.01	0	1.73796	1.29837	1.00328
v999	deletion_long	1.4755	0	0.01	1	0.64559	0.13439	1.2437
v1000	snv	-0.79182	0	0.01	0	1.54215	0.02192	-0.50349
v1001	small_indel	-0.64527	0	0.01	0	0.29465	1.38295	-1.6479
v1002	insertion_mei	1.67118	0	0.02457	0	1.30489	2.55805	-0.89752
v1003	snv	-0.79182	0	0.02241	0	1.02267	0.66374	-0.07344
v1004	snv	-0.79182	0	0.06647	0	-0.98519	-0.80911	0.3348
v1005	inversion_bnd_complex	0.58725	0	0.04001	0	0.04955	0.40204	-0.25523
v1006	inversion_bnd_complex	0.85571	0	0.01	0	0.0017	-1.24686	0.03076
v1007	snv	-0.79182	0	0.01	0	-1.15536	-0.18493	0.07905
v1008	snv	-0.79182	0	0.01	0	-1.1267	-1.49078	-2.20462
v1009	snv	-0.79182	0	0.04306	0	0.60363	0.20884	1.9611
v1010	duplication_long	0.7594	0	0.01483	1	-0.59904	0.17925	0.83371
v1011	insertion_mei	0.43303	0	0.01	0	-0.0173	-0.18607	0.82575
v1012	duplication_long	1.60756	0	0.02293	1	0.33649	0.53106	0.09587
v1013	snv	-0.79182	0	0.01	0	0.94816	1.71273	0.43842
v1014	snv	-0.79182	0	0.01	0	0.15624	-1.51728	0.29061
v1015	snv	-0.79182	0	0.09889	0	0.55272	-0.98056	-0.18946
v1016	snv	-0.79182	0	0.06247	0	0.49574	-1.54098	-0.00659
v1017	snv	-0.79182	0	0.0146	0	-0.52576	0.53868	-0.58302
v1018	deletion_short	1.41913	0	0.01	1	-2.47255	0.89533	-0.44279
v1019	duplication_short	1.7587	0	0.01	1	0.88528	-0.39881	0.09596
v1020	insertion_mei	1.39484	0	0.04927	0	1.30905	-1.09901	-0.8976
v1021	snv	-0.79182	1	0.01408	0	0.04323	-1.07835	-1.21755
v1022	inversion_bnd_complex	1.00181	0	0.01	0	1.65328	-1.01526	-0.05879
v1023	other_complex_sv	1.38971	0	0.01	0	0.05084	0.01608	0.17434
v1024	deletion_short	1.43754	0	0.01	1	-2.29147	-1.33848	-1.00544
v1025	snv	-0.79182	0	0.01	0	0.98282	-0.88624	-0.48591
v1026	snv	-0.79182	0	0.01	0	-0.07247	0.42651	-0.60938
v1027	deletion_long	1.64604	0	0.07063	1	1.41897	0.86408	-1.15867
v1028	snv	-0.79182	0	0.02743	0	1.60511	0.5161	-0.75128
v1029	deletion_short	2.04785	0	0.01	1	0.9269	-0.37952	-1.00213
v1030	other_complex_sv	0.97614	0	0.01	0	-0.46343	0.26413	1.35201
v1031	insertion_mei	1.26853	1	0.01	0	0.36592	0.7842	-0.13716
v1032	snv	-0.79182	0	0.01	0	-1.64991	0.68998	1.92081
v1033	duplication_short	1.05761	0	0.01	1	2.02804	-0.264	0.54403
v1034	small_indel	-0.2495	0	0.01477	0	-1.3483	0.10919	-1.68105
v1035	duplication_long	1.62801	0	0.01	1	-0.78075	-0.10774	0.62284
v1036	deletion_short	1.21729	0	0.01	1	2.16105	-1.78007	1.72053
v1037	small_indel	-0.28482	1	0.01	0	1.79203	0.60088	-0.01195
v1038	duplication_long	0.53727	0	0.01	1	-2.11283	1.65854	0.20699
v1039	snv	-0.79182	0	0.02674	0	0.80684	1.06382	-0.73201
v1040	str_vntr_repeat	2.10344	1	0.01	0	-1.06	0.47326	0.66189
v1041	other_complex_sv	0.44594	0	0.01	0	0.14981	-1.696	1.90955
v1042	snv	-0.79182	0	0.01	0	-0.45931	-0.30024	0.3215
v1043	snv	-0.79182	0	0.01	0	0.57078	1.29187	-0.68362
v1044	snv	-0.79182	0	0.01	0	-0.37303	-1.43817	0.66481
v1045	deletion_short	0.98146	0	0.01	1	-0.22598	0.75857	0.90984
v1046	inversion_bnd_complex	0.93719	0	0.01	0	-0.9365	0.74973	0.27864
v1047	snv	-0.79182	0	0.01	0	0.21186	-1.24667	-0.43375
v1048	snv	-0.79182	0	0.20987	0	-1.07177	0.68981	1.49089
v1049	deletion_long	1.79177	0	0.01	1	0.19776	-2.10699	0.25281
v1050	snv	-0.79182	0	0.01	0	-0.85063	-0.71732	-0.71881
v1051	insertion_mei	0.29445	0	0.01	0	-0.28685	0.71158	-0.33292
v1052	deletion_short	0.54831	0	0.01479	1	0.29017	0.92469	-2.02754
v1053	small_indel	-0.41298	0	0.01	0	0.13304	1.51307	-0.45709
v1054	snv	-0.79182	1	0.02465	0	0.60606	-0.65779	-1.9518
v1055	snv	-0.79182	0	0.01	0	-1.59147	1.87761	-1.06216
v1056	other_complex_sv	1.72878	0	0.01	0	-0.03773	-0.28801	-0.38667
v1057	snv	-0.79182	0	0.01	0	0.97612	-1.71814	-0.1099
v1058	snv	-0.79182	0	0.01	0	-0.5805	0.04663	0.35172
v1059	duplication_short	0.90692	0	0.01	1	-2.02596	0.59102	-0.01684
v1060	snv	-0.79182	0	0.16126	0	0.37477	0.71179	1.58957
v1061	snv	-0.79182	0	0.01	0	-0.85774	-0.32622	-1.35629
v1062	snv	-0.79182	0	0.01	0	0.0525	1.13769	-1.17059
v1063	snv	-0.79182	1	0.02589	0	1.07216	-0.4603	1.14775
v1064	duplication_long	1.4107	0	0.01	1	0.3624	0.92147	-0.17143
v1065	str_vntr_repeat	0.50648	1	0.08143	0	-1.34777	-2.37785	0.37298
v1066	snv	-0.79182	0	0.01	0	1.63612	1.00282	0.47006
v1067	inversion_bnd_complex	1.44839	0	0.01214	0	-1.1805	0.06369	0.16924
v1068	snv	-0.79182	0	0.01	0	3.03446	-1.77736	0.29193
v1069	snv	-0.79182	0	0.04545	0	1.05105	1.06464	0.32843
v1070	snv	-0.79182	0	0.07819	0	2.33934	-0.906	-1.41707
v1071	snv	-0.79182	0	0.14595	0	0.42916	-0.84117	0.11111
v1072	str_vntr_repeat	1.97039	1	0.01	0	-1.27489	-1.23468	-0.22621
v1073	small_indel	-0.13827	0	0.01	0	0.22346	-0.28722	0.76418
v1074	snv	-0.79182	0	0.01	0	0.42562	1.15036	-0.08618
v1075	str_vntr_repeat	2.08176	1	0.01	0	0.53153	0.57086	-0.10505
v1076	deletion_short	1.26829	0	0.02023	1	0.27258	-0.66745	-0.08995
v1077	snv	-0.79182	0	0.07497	0	0.06029	-0.59352	1.48156
v1078	snv	-0.79182	0	0.04779	0	0.43338	-1.81233	-0.86114
v1079	snv	-0.79182	0	0.13546	0	0.94713	-0.69535	1.13583
v1080	snv	-0.79182	0	0.01305	0	0.27411	1.55073	0.06332
v1081	small_indel	-0.11987	0	0.01	0	-1.25857	-0.75136	0.81583
v1082	snv	-0.79182	0	0.11886	0	-0.11518	0.83297	0.23171
v1083	snv	-0.79182	0	0.01	0	0.34277	0.11686	-1.7075
v1084	snv	-0.79182	0	0.01184	0	-0.13478	0.42734	1.24133
v1085	insertion_mei	1.64527	1	0.01	0	-0.73988	0.98906	0.43602
