variant_id	variant_class	sv_log_length	repeat_overlap	allele_frequency	is_copy_number	annotation_1	annotation_2	annotation_3
v725	duplication_long	1.36876	0	0.01	1	0.58924	-0.41408	1.87762
v726	other_complex_sv	0.78792	1	0.01	0	-1.69485	2.69794	-0.23698
v727	str_vntr_repeat	1.10204	1	0.01	0	-0.78073	-1.11928	0.62124
v728	snv	-0.83601	0	0.01	0	-0.72918	0.29778	-1.92236
v729	duplication_long	0.25613	0	0.01	1	-1.00201	0.63409	-0.29866
v730	snv	-0.83601	0	0.18877	0	-1.3328	0.77052	-1.84475
v731	snv	-0.83601	0	0.01	0	0.67098	0.09489	0.28209
v732	snv	-0.83601	0	0.04898	0	-1.8734	0.11094	-1.05946
v733	snv	-0.83601	0	0.01	0	-1.46027	1.45777	-0.93583
v734	snv	-0.83601	0	0.01	0	0.19726	-1.19756	-0.15592
v735	deletion_short	0.177	0	0.04673	1	-0.9583	0.92161	-0.02798
v736	snv	-0.83601	0	0.13198	0	0.10178	0.72177	0.54284
v737	snv	-0.83601	0	0.01	0	1.49897	0.45356	0.48166
v738	deletion_short	1.27209	0	0.01	1	-0.76643	-1.25907	-1.67979
v739	snv	-0.83601	0	0.02757	0	-0.33625	2.22005	1.07472
v740	insertion_mei	0.43597	0	0.01	0	0.49041	-0.82852	1.30268
v741	duplication_short	0.13659	1	0.01	1	0.88762	-1.2287	-0.01123
v742	snv	-0.83601	0	0.01	0	1.17582	1.25995	0.42597
v743	small_indel	-0.24761	0	0.019	0	-1.55407	-0.02438	1.1985
v744	snv	-0.83601	0	0.01	0	2.32448	-0.85868	-0.20782
v745	snv	-0.83601	0	0.14631	0	-0.40111	1.26168	-0.80156
v746	str_vntr_repeat	0.70165	1	0.01	0	0.39754	0.00634	-0.5994
v747	snv	-0.83601	0	0.10259	0	-0.45995	-0.37347	0.00977
v748	snv	-0.83601	0	0.01	0	-0.90606	0.42953	0.02678
v749	deletion_short	0.83943	0	0.01	1	1.44741	-1.76571	1.11615
v750	snv	-0.83601	0	0.01	0	-0.31748	1.89229	0.59886
v751	inversion_bnd_complex	1.52282	0	0.01265	0	1.47528	2.58238	-1.79972
v752	other_complex_sv	0.9972	0	0.01	0	0.76481	-0.08922	-1.20242
v753	duplication_short	0.92022	0	0.01579	1	-0.27658	1.35301	0.4816
v754	str_vntr_repeat	1.94452	1	0.01	0	-0.09404	0.67057	2.74294
v755	snv	-0.83601	0	0.01	0	-0.52493	0.35965	-0.85406
v756	other_complex_sv	1.1911	0	0.01	0	1.00879	1.48549	0.99171
v757	snv	-0.83601	0	0.05075	0	1.25143	0.3652	0.99759
v758	snv	-0.83601	0	0.01	0	-0.12574	0.70048	-0.17552
v759	snv	-0.83601	0	0.01	0	1.16176	-1.6561	0.47258
v760	deletion_short	0.55482	0	0.01	1	-1.98972	-1.26926	0.01652
v761	snv	-0.83601	0	0.03487	0	-0.35541	1.93332	0.64299
v762	snv	-0.83601	0	0.01	0	-1.39403	-0.08727	-0.48466
v763	snv	-0.83601	0	0.01	0	1.3667	-0.12879	-0.94421
v764	deletion_long	2.02523	0	0.01	1	-0.65265	-0.68707	-1.44213
v765	snv	-0.83601	0	0.08978	0	0.704	1.3632	-0.39611
v766	inversion_bnd_complex	1.03643	0	0.01	0	-0.24296	0.92691	1.24714
v767	snv	-0.83601	0	0.07423	0	0.1402	0.0432	-0.60224
v768	duplication_long	0.3803	0	0.01	1	-0.74016	0.26609	1.01737
v769	duplication_long	0.13326	0	0.01	1	-0.16646	1.44827	-0.15666
v770	snv	-0.83601	0	0.0608	0	0.33707	0.52798	-2.23626
v771	snv	-0.83601	0	0.02392	0	1.19539	-0.37529	-0.40979
v772	snv	-0.83601	0	0.05349	0	-2.20478	1.04223	0.35726
v773	snv	-0.83601	0	0.01	0	-0.06719	-0.75151	-0.01374
v774	small_indel	-0.03641	0	0.03604	0	-0.20277	-1.82364	0.39779
v775	duplication_short	0.16286	0	0.01111	1	-1.4633	1.81876	1.98839
v776	insertion_mei	1.84192	0	0.01	0	-2.06239	1.73151	-0.57305
v777	snv	-0.83601	0	0.01	0	-1.95099	1.13982	-1.0571
v778	small_indel	-0.43188	0	0.01	0	1.20222	0.90885	2.21101
v779	snv	-0.83601	0	0.07199	0	1.03506	1.96622	0.92199
v780	inversion_bnd_complex	1.26232	0	0.01	0	0.53815	-0.65933	0.08696
v781	str_vntr_repeat	1.49462	1	0.01	0	1.1735	-0.43896	-0.70119
v782	inversion_bnd_complex	1.80238	0	0.01	0	0.35655	1.13094	1.89015
v783	snv	-0.83601	0	0.01	0	-0.43307	0.10934	-0.39829
v784	str_vntr_repeat	0.73766	1	0.01	0	-1.15259	-1.13748	1.26369
v785	deletion_short	0.63628	0	0.01415	1	-0.09976	-0.95142	0.38574
v786	small_indel	-0.33801	0	0.16508	0	0.58699	-0.27023	-1.01294
v787	snv	-0.83601	1	0.01	0	0.76955	1.06223	0.31277
v788	snv	-0.83601	0	0.01	0	1.42711	0.07095	0.22995
v789	str_vntr_repeat	1.03539	1	0.01	0	-1.17423	0.26107	0.98611
v790	small_indel	-0.08609	0	0.01	0	0.03007	-0.81584	-0.33858
v791	snv	-0.83601	0	0.11417	0	-1.62767	1.13382	0.43691
v792	snv	-0.83601	1	0.10983	0	0.17759	1.71116	0.84253
v793	insertion_mei	0.30049	0	0.01	0	0.32721	0.69554	-0.96437
v794	snv	-0.83601	0	0.06044	0	-1.21611	1.83031	-0.50842
v795	duplication_short	0.89004	0	0.02672	1	-2.67839	-0.06449	0.64526
v796	snv	-0.83601	0	0.01	0	-2.35059	0.87934	0.96186
v797	snv	-0.83601	0	0.04298	0	0.6913	-1.23598	1.08965
v798	snv	-0.83601	0	0.01	0	0.99897	-0.89855	-0.26505
v799	duplication_long	1.40681	0	0.01	1	-1.29402	-0.50957	0.72888
v800	snv	-0.83601	0	0.01	0	-1.50913	0.33193	-0.08482
v801	snv	-0.83601	0	0.01	0	-0.28956	0.65654	-1.04085
v802	str_vntr_repeat	0.86498	1	0.01	0	0.27963	3.14722	0.70429
v803	insertion_mei	1.06584	0	0.01	0	-0.92823	-0.60696	-1.14316
v804	small_indel	-0.14398	0	0.02662	0	0.15947	0.922	0.54164
v805	snv	-0.83601	0	0.01	0	-0.52688	0.35188	0.21164
v806	snv	-0.83601	0	0.02554	0	0.9394	-1.58387	1.82482
v807	snv	-0.83601	0	0.05987	0	0.83917	0.93354	-0.89537
v808	inversion_bnd_complex	0.359	0	0.01	0	-1.25813	-1.59072	0.26171
v809	other_complex_sv	1.72135	0	0.01	0	0.17882	0.83685	1.70269
v810	snv	-0.83601	0	0.01	0	0.09746	1.2478	1.15953
v811	snv	-0.83601	0	0.01	0	1.31254	-1.75359	-0.12693
v812	deletion_short	0.62904	0	0.02741	1	0.30407	-1.42549	1.17308
v813	other_complex_sv	1.85333	0	0.01	0	1.03449	1.39942	0.44965
v814	snv	-0.83601	0	0.07111	0	-0.05362	-1.53839	-1.61931
v815	duplication_long	1.95639	0	0.01	1	0.88438	-0.86113	-0.99766
v816	small_indel	-0.11625	0	0.07452	0	-1.39777	-1.67443	-0.23846
v817	snv	-0.83601	0	0.01	0	-0.19378	1.32909	-0.00993
v818	duplication_short	1.74806	0	0.01	1	-0.15266	0.24935	0.20821
v819	other_complex_sv	1.33729	0	0.01	0	0.27076	-0.13083	0.9167
v820	snv	-0.83601	1	0.01	0	1.10061	-0.01341	-0.48159
v821	insertion_mei	0.61229	0	0.01	0	1.84965	-0.01959	0.81738
v822	snv	-0.83601	0	0.01	0	0.52064	-1.24262	0.77807
v823	snv	-0.83601	0	0.01	0	-0.33312	-0.76615	0.43303
v824	small_indel	-0.08609	0	0.01	0	0.82229	-2.20556	0.13736
v825	snv	-0.83601	0	0.01	0	-0.27328	0.31199	0.72917
v826	small_indel	-0.05011	1	0.01	0	0.05719	0.07067	-1.05907
v827	snv	-0.83601	0	0.02882	0	0.24974	0.28393	-0.09976
v828	small_indel	-0.21386	0	0.01	0	-0.43049	-0.28815	-0.77321
v829	duplication_long	1.27054	0	0.01	1	2.51757	-0.50841	2.68271
v830	deletion_long	0.25382	0	0.01	1	0.66847	0.44099	0.40883
v831	snv	-0.83601	0	0.01	0	-0.31098	1.58409	1.8016
v832	snv	-0.83601	0	0.01	0	-2.40551	0.14598	-0.0262
v833	insertion_mei	0.50589	0	0.01	0	-1.34407	0.03755	0.53696
v834	snv	-0.83601	0	0.011	0	-1.30152	1.132	1.40008
v835	other_complex_sv	1.57658	0	0.01	0	-0.34212	-0.88718	1.59599
v836	snv	-0.83601	0	0.07128	0	-2.05234	0.03319	-0.51304
v837	deletion_long	1.5083	0	0.01	1	-1.27963	0.90379	1.83159
v838	small_indel	-0.04088	0	0.09922	0	1.01935	1.82727	0.86707
v839	snv	-0.83601	0	0.01	0	-0.25896	-1.29325	-0.06191
v840	snv	-0.83601	0	0.01	0	1.11668	-0.53084	-0.5855
v841	snv	-0.83601	0	0.03374	0	-0.41069	-0.11615	0.20405
v842	snv	-0.83601	0	0.17531	0	-0.22438	1.46263	-0.21961
v843	other_complex_sv	1.91731	0	0.01	0	-0.92864	-0.21976	1.61387
v844	deletion_long	0.45753	0	0.03102	1	-0.30492	-0.49548	0.15224
v845	snv	-0.83601	0	0.01	0	-0.29928	0.04639	-0.0968
v846	small_indel	-0.05488	0	0.05469	0	-1.9741	0.56139	0.42802
v847	other_complex_sv	0.61401	0	0.01	0	0.49084	-0.78704	-0.55275
v848	snv	-0.83601	0	0.01	0	0.60882	-0.076	0.51846
v849	snv	-0.83601	0	0.01	0	-2.59943	-1.2001	-0.51983
v850	deletion_long	1.19018	0	0.01	1	0.89403	-0.01111	1.24329
v851	other_complex_sv	0.87834	0	0.01	0	-0.37833	1.32755	0.7925
v852	snv	-0.83601	0	0.01	0	1.65792	-0.70897	1.62439
v853	snv	-0.83601	0	0.103	0	-2.31486	2.02506	-0.78017
v854	snv	-0.83601	0	0.17398	0	-1.61501	-0.97223	0.32804
v855	inversion_bnd_complex	1.07201	0	0.02469	0	0.21154	0.35893	1.94149
v856	snv	-0.83601	0	0.01	0	-0.96826	-0.26442	-1.61678
v857	inversion_bnd_complex	1.97572	0	0.03607	0	-0.62454	0.04321	-2.06653
v858	snv	-0.83601	0	0.01	0	-0.92937	-1.16878	1.0014
v859	snv	-0.83601	0	0.17238	0	0.53165	1.72994	-0.32566
v860	snv	-0.83601	0	0.01	0	-0.17244	0.6646	-0.94389
v861	inversion_bnd_complex	1.03923	0	0.01	0	0.89978	0.41888	1.03212
v862	snv	-0.83601	0	0.01	0	1.32683	1.77711	0.05823
v863	duplication_short	2.0011	0	0.01	1	0.21825	0.0492	-0.87181
v864	snv	-0.83601	0	0.01	0	-0.08145	-0.13546	1.39063
v865	snv	-0.83601	0	0.15084	0	0.67552	-0.01402	-0.04389
v866	duplication_long	1.63955	0	0.01	1	-0.26759	-0.02622	-0.30552
v867	snv	-0.83601	0	0.0458	0	0.13143	0.52143	0.58599
v868	insertion_mei	1.26729	0	0.09241	0	-1.31055	1.33685	0.22134
v869	snv	-0.83601	0	0.04264	0	2.34001	1.68031	0.70285
v870	snv	-0.83601	0	0.01	0	-1.5623	2.46814	-0.6416
v871	insertion_mei	1.27857	0	0.01	0	1.46094	0.81051	1.34639
v872	small_indel	-0.17599	0	0.03762	0	1.29144	1.80979	0.57011
v873	other_complex_sv	0.5409	0	0.01	0	0.31276	-0.44853	1.12485
v874	snv	-0.83601	0	0.01	0	-0.51351	-1.11184	-0.01524
v875	snv	-0.83601	0	0.01263	0	0.55282	0.67708	1.1975
v876	duplication_short	0.59836	1	0.01	1	-0.47547	0.34869	-0.85835
v877	small_indel	-0.24761	0	0.04062	0	0.83891	0.02463	-0.17035
v878	snv	-0.83601	0	0.01	0	-0.64775	-1.31757	-0.67585
v879	snv	-0.83601	0	0.13103	0	-0.67356	1.37299	-1.16895
v880	deletion_long	1.73109	0	0.01	1	1.24773	0.45044	-0.16513
v881	inversion_bnd_complex	0.91054	0	0.02371	0	0.54419	0.25629	0.17761
v882	snv	-0.83601	1	0.01	0	-1.72823	-0.0182	-0.67789
v883	snv	-0.83601	0	0.01	0	-0.39793	0.15973	-0.12289
v884	snv	-0.83601	1	0.06673	0	-0.588	0.46414	-1.11714
v885	deletion_short	1.15456	0	0.01	1	-0.6735	-1.49694	-0.27477
v886	snv	-0.83601	0	0.02457	0	-1.67799	2.27611	-1.72114
v887	snv	-0.83601	0	0.28153	0	-1.91201	-1.62983	-1.06014
v888	snv	-0.83601	0	0.39252	0	1.10209	-0.00227	-0.38614
v889	duplication_short	0.58864	0	0.01	1	-0.244	0.15269	1.51249
v890	small_indel	-0.12965	0	0.06209	0	-0.70474	0.00517	-0.24716
v891	other_complex_sv	0.89226	0	0.01	0	0.17703	-1.49538	0.02864
v892	snv	-0.83601	0	0.01	0	-0.02954	0.312	-1.01479
v893	snv	-0.83601	0	0.10579	0	-1.37129	0.25768	-2.172
v894	snv	-0.83601	0	0.01	0	1.49893	1.17083	0.80723
v895	snv	-0.83601	0	0.01	0	-0.8767	0.58722	0.28573
v896	snv	-0.83601	0	0.01424	0	0.32451	-1.12815	-0.51869
v897	duplication_short	1.17023	0	0.01	1	0.56966	0.80107	-0.02027
v898	snv	-0.83601	0	0.0432	0	-0.43927	0.8147	-0.07565
v899	snv	-0.83601	0	0.01	0	0.48917	-0.76132	0.26083
v900	snv	-0.83601	0	0.01	0	-1.22813	-0.4517	-1.021
v901	snv	-0.83601	0	0.01	0	1.19445	1.10298	0.97531
v902	snv	-0.83601	0	0.01	0	-1.20633	-0.43993	1.17446
v903	str_vntr_repeat	0.61961	1	0.01	0	0.08228	-0.74579	0.56541
v904	snv	-0.83601	0	0.01437	0	0.83144	1.3205	-0.60896
v905	duplication_long	0.85284	0	0.01	1	-0.03162	0.3443	-0.71944
v906	snv	-0.83601	0	0.01	0	-0.77571	-2.19505	-1.19442
v907	other_complex_sv	0.94774	1	0.01	0	0.12264	0.28352	-1.19872
v908	snv	-0.83601	0	0.01	0	0.47305	1.24061	-0.8585
v909	insertion_mei	0.69122	0	0.04954	0	0.47174	-0.47995	-0.63601
v910	inversion_bnd_complex	0.7708	0	0.0113	0	-1.23371	-0.03092	0.4518
v911	snv	-0.83601	0	0.03207	0	0.13268	-0.18226	0.12
v912	snv	-0.83601	0	0.01	0	0.3732	0.39505	0.3912
v913	duplication_long	1.34349	0	0.08937	1	-1.03363	1.51234	0.42411
v914	insertion_mei	1.88059	0	0.01	0	0.75582	-0.44621	0.26427
v915	snv	-0.83601	0	0.01	0	-1.08477	0.34813	0.59238
v916	snv	-0.83601	0	0.07188	0	-0.61886	-0.44404	1.21703
v917	snv	-0.83601	0	0.01	0	-0.80379	0.24912	-1.26911
v918	snv	-0.83601	0	0.08775	0	0.06345	-1.21211	-0.38282
v919	snv	-0.83601	0	0.01	0	-0.74032	0.20102	1.71791
v920	inversion_bnd_complex	0.43246	0	0.01	0	-0.49037	0.78888	1.1295
v921	inversion_bnd_complex	1.27366	0	0.01	0	0.77596	-0.59376	-0.79106
v922	snv	-0.83601	0	0.01	0	-0.54777	-1.29983	-0.01966
v923	snv	-0.83601	0	0.01	0	0.83498	-0.27262	-0.90534
v924	snv	-0.83601	0	0.01	0	-0.43361	-0.53062	-1.57056
v925	small_indel	-0.31994	1	0.04138	0	-1.35745	-0.46769	-1.84168
v926	snv	-0.83601	0	0.01	0	0.05778	0.19205	-0.10257
v927	other_complex_sv	0.28999	0	0.01	0	0.40454	0.02757	-0.06873
v928	snv	-0.83601	0	0.07428	0	-0.71872	0.60973	-0.76847
v929	snv	-0.83601	0	0.25771	0	0.33672	-0.59795	-0.14674
v930	snv	-0.83601	0	0.01144	0	0.35231	0.59905	0.60205
v931	deletion_long	1.53156	0	0.01	1	1.03662	-0.44974	0.59955
v932	snv	-0.83601	0	0.01	0	0.35078	1.0542	-2.06603
v933	snv	-0.83601	0	0.01	0	-0.75963	-0.51092	0.48899
v934	insertion_mei	1.22485	0	0.01	0	0.23792	0.54005	-0.33963
v935	snv	-0.83601	0	0.01736	0	-0.40191	-0.6133	1.30107
v936	str_vntr_repeat	1.20694	1	0.01	0	-0.52799	-0.04031	-0.55799
v937	snv	-0.83601	0	0.01	0	1.41605	0.42704	-1.39736
v938	snv	-0.83601	0	0.01743	0	0.3978	1.02158	1.22614
v939	snv	-0.83601	0	0.01	0	-0.9942	0.58548	0.56598
v940	small_indel	-0.09178	0	0.01565	0	-1.95104	-0.24516	-0.24154
v941	inversion_bnd_complex	1.34886	0	0.03717	0	0.07803	0.56423	-2.58216
v942	snv	-0.83601	0	0.07689	0	-0.51	-0.10678	0.94191
v943	snv	-0.83601	0	0.01	0	-1.29002	-0.90518	-0.70817
v944	snv	-0.83601	1	0.01	0	1.11086	0.13361	1.76987
v945	snv	-0.83601	0	0.01	0	-0.74738	-0.27845	-2.50579
v946	inversion_bnd_complex	1.6323	0	0.01	0	-0.11594	-0.56191	0.69306
v947	snv	-0.83601	0	0.01	0	-1.07035	-1.15211	-0.25991
v948	str_vntr_repeat	0.59289	1	0.01	0	0.4765	-0.20392	1.94164
v949	snv	-0.83601	0	0.0689	0	0.32405	1.53931	-1.22814
v950	snv	-0.83601	0	0.01666	0	-1.0807	-0.51703	-0.08852
v951	insertion_mei	0.24289	0	0.01	0	2.3378	-0.99507	-0.87885
v952	small_indel	-0.03641	0	0.06212	0	0.5013	-2.06633	-0.66402
v953	small_indel	-0.30332	0	0.01022	0	-0.38863	1.46822	0.79421
v954	small_indel	-0.02776	0	0.01	0	2.05785	-0.81361	-0.1136
v955	str_vntr_repeat	0.21706	1	0.01	0	0.26196	0.70722	-0.12352
v956	duplication_short	0.71409	0	0.01	1	-1.37232	-0.52368	-1.37884
v957	snv	-0.83601	0	0.01	0	-1.93206	0.17004	-1.94974
v958	insertion_mei	1.64572	0	0.01	0	-0.44611	0.22146	2.72355
v959	snv	-0.83601	0	0.01888	0	0.22992	-0.99298	-0.2172
v960	str_vntr_repeat	2.00655	1	0.01	0	0.67077	1.98088	0.46344
v961	snv	-0.83601	0	0.09677	0	0.29797	-0.99134	-0.51819
v962	duplication_short	0.4953	0	0.01	1	-1.24596	-0.63848	0.88122
v963	snv	-0.83601	0	0.01	0	-0.89435	-0.13083	-0.51015
v964	duplication_short	0.96539	0	0.01	1	0.1754	-0.47363	0.3944
v965	deletion_short	2.01588	1	0.01	1	1.01888	0.06951	0.67326
v966	snv	-0.83601	0	0.10112	0	0.00904	0.12291	-0.44258
v967	snv	-0.83601	0	0.01	0	0.70759	0.02422	-0.84976
v968	small_indel	-0.12965	0	0.01	0	0.31902	-0.16824	-1.37629
v969	snv	-0.83601	0	0.02453	0	1.58351	0.4086	1.78563
v970	insertion_mei	1.45036	0	0.01	0	-1.45172	-1.77233	1.44038
v971	snv	-0.83601	0	0.12504	0	0.05458	0.80408	-0.28545
v972	inversion_bnd_complex	0.20417	0	0.01354	0	-0.32577	-0.18352	-1.99806
v973	snv	-0.83601	0	0.06266	0	-1.23436	-0.92045	-1.04852
v974	insertion_mei	1.92425	0	0.01	0	-0.81897	-0.46858	2.84595
v975	snv	-0.83601	0	0.01	0	-0.94753	-1.1502	0.4577
v976	snv	-0.83601	0	0.03101	0	-1.86864	-0.28442	-0.5319
v977	snv	-0.83601	0	0.01	0	1.3767	2.40023	-0.33447
v978	snv	-0.83601	0	0.08166	0	0.38624	0.80139	-0.2847
v979	inversion_bnd_complex	1.43422	0	0.05489	0	0.19851	0.87797	-1.08113
v980	other_complex_sv	1.15623	0	0.01	0	1.70577	-0.42877	-0.49712
v981	inversion_bnd_complex	0.14807	0	0.05032	0	1.08356	0.79146	0.81865
v982	snv	-0.83601	0	0.04585	0	0.40109	0.22814	-0.62052
v983	snv	-0.83601	0	0.02498	0	-1.2483	0.80442	1.47602
v984	snv	-0.83601	0	0.01	0	-0.23801	-0.56165	1.5139
v985	snv	-0.83601	0	0.01	0	-0.56938	-1.00539	0.23667
v986	snv	-0.83601	0	0.04169	0	0.31076	0.07985	-0.31737
v987	snv	-0.83601	0	0.13678	0	-1.17371	1.07453	0.08528
v988	insertion_mei	0.18693	0	0.01	0	-1.74899	0.86988	0.58478
v989	snv	-0.83601	0	0.01	0	-0.57726	-0.06909	0.35975
v990	snv	-0.83601	0	0.01	0	-1.24849	-0.49051	-0.69208
v991	insertion_mei	0.50157	0	0.01	0	-0.03588	-1.61181	0.86824
v992	small_indel	-0.37969	0	0.01	0	-1.04834	0.40881	0.08434
v993	snv	-0.83601	0	0.29862	0	0.26202	-1.21721	-1.20491
v994	snv	-0.83601	0	0.01	0	-2.30576	1.02197	1.40739
v995	deletion_short	1.2175	0	0.01	1	0.71649	-0.30277	-0.79147
v996	snv	-0.83601	0	0.01	0	0.28963	-1.30587	1.55281
v997	small_indel	-0.03641	0	0.01062	0	-1.6161	1.15384	0.50058
v998	deletion_short	0.97066	0	0.01	1	1.24949	0.30837	1.48941
v999	snv	-0.83601	0	0.01	0	-0.7591	0.09777	0.28113
v1000	snv	-0.83601	0	0.04171	0	-0.13291	1.33714	0.92456
v1001	snv	-0.83601	0	0.10454	0	1.71124	0.55657	-0.71864
v1002	str_vntr_repeat	1.15683	1	0.01	0	-0.49008	-0.58962	0.22461
v1003	str_vntr_repeat	0.15205	1	0.01	0	-0.83526	-0.43367	-0.21695
v1004	snv	-0.83601	0	0.01	0	-0.77589	-1.10562	-0.45652
v1005	snv	-0.83601	0	0.01	0	-1.90333	1.40252	-0.62191
v1006	snv	-0.83601	0	0.01	0	-0.63868	-0.43862	0.3627
v1007	other_complex_sv	0.44528	0	0.01	0	0.82675	-0.43937	-0.20555
v1008	inversion_bnd_complex	1.73012	0	0.01	0	-1.79238	0.50568	-0.1946
v1009	snv	-0.83601	0	0.01	0	-1.56894	1.28684	0.45834
v1010	deletion_long	0.96688	0	0.01	1	-0.93428	0.02728	0.97495
v1011	str_vntr_repeat	1.97784	1	0.0123	0	1.4184	0.11159	0.98355
v1012	duplication_short	0.56537	0	0.01	1	2.0654	1.83619	-0.79328
v1013	duplication_short	1.9435	0	0.02108	1	0.39622	0.75726	1.23394
v1014	snv	-0.83601	0	0.20041	0	0.87981	0.86585	0.05351
v1015	str_vntr_repeat	0.69875	1	0.01	0	1.43447	-0.38456	-0.48989
v1016	snv	-0.83601	0	0.01	0	1.31627	-1.52387	-0.43041
v1017	duplication_short	0.23776	0	0.01	1	1.34364	-0.24677	-0.6157
v1018	snv	-0.83601	0	0.01	0	0.29759	-0.18734	-0.2164
v1019	str_vntr_repeat	0.98126	1	0.01	0	-0.52033	0.14976	0.38499
v1020	inversion_bnd_complex	0.37782	0	0.01	0	0.86975	0.35183	0.036
v1021	snv	-0.83601	0	0.01	0	-0.7005	0.23377	0.07593
v1022	snv	-0.83601	0	0.03857	0	-2.69736	0.84175	-0.78905
v1023	snv	-0.83601	0	0.09019	0	-0.35903	-0.42375	-0.91684
v1024	duplication_short	1.23953	0	0.01	1	-0.05805	0.1846	1.14542
v1025	duplication_short	1.71881	0	0.01	1	0.01556	0.43974	-0.08897
v1026	snv	-0.83601	0	0.01	0	-0.81783	1.62366	-1.14988
v1027	snv	-0.83601	0	0.01	0	0.276	-0.08187	-0.25272
v1028	snv	-0.83601	0	0.03113	0	1.31703	0.77287	0.649
v1029	deletion_short	0.46319	0	0.07985	1	-1.11507	1.54944	-0.6665
v1030	duplication_long	1.50162	0	0.0135	1	0.42926	0.40619	-0.14303
v1031	duplication_short	1.00153	0	0.01	1	0.00018	0.25372	-1.61257
v1032	duplication_short	1.88509	0	0.01	1	0.7109	1.5423	-1.17384
v1033	inversion_bnd_complex	0.14709	0	0.01035	0	-0.75578	0.59059	1.23381
v1034	snv	-0.83601	0	0.17988	0	1.53313	-0.81467	0.64337
v1035	snv	-0.83601	0	0.01	0	0.84839	-0.88247	1.35495
v1036	insertion_mei	1.72119	0	0.02118	0	-1.44135	-1.33868	-0.43222
v1037	snv	-0.83601	0	0.06065	0	0.38367	-1.13352	-1.14369
v1038	duplication_short	1.26499	0	0.01	1	-0.23286	3.13354	-1.02985
v1039	snv	-0.83601	0	0.0115	0	-0.17021	0.03495	0.98514
v1040	snv	-0.83601	0	0.14316	0	0.78318	0.09858	-0.37382
v1041	snv	-0.83601	0	0.07152	0	-0.38666	1.29607	0.44924
v1042	small_indel	-0.35781	0	0.01	0	0.39733	-1.01966	-1.29697
v1043	inversion_bnd_complex	1.08158	0	0.01	0	0.73979	-0.07343	-0.67445
v1044	small_indel	-0.17599	0	0.01	0	2.8589	-1.21072	0.67877
v1045	duplication_short	0.29979	0	0.01	1	-1.45326	-2.33357	0.43387
v1046	snv	-0.83601	0	0.1332	0	0.89976	-0.51212	1.35897
v1047	snv	-0.83601	0	0.29214	0	-0.23749	-0.71273	-0.18624
v1048	duplication_short	1.30295	0	0.01	1	2.02914	0.01552	-0.79052
v1049	other_complex_sv	1.59028	0	0.01577	0	0.28657	-0.15136	-0.0837
v1050	duplication_short	1.86002	0	0.01	1	-0.93644	0.90619	-0.84206
v1051	duplication_long	1.09998	1	0.01	1	-0.53276	1.39528	-0.45911
v1052	snv	-0.83601	0	0.0144	0	-0.19592	-0.17428	1.11934
v1053	snv	-0.83601	1	0.05087	0	0.01611	-0.26698	0.80386
v1054	snv	-0.83601	0	0.03423	0	-1.6027	2.28166	1.14283
v1055	snv	-0.83601	0	0.01	0	0.00919	-0.60375	-0.46163
v1056	snv	-0.83601	0	0.01	0	0.8644	0.50655	1.14396
v1057	deletion_short	1.17951	0	0.01654	1	1.70051	0.45194	1.11638
v1058	duplication_short	0.97637	0	0.01396	1	0.31378	-1.25575	-1.18736
v1059	snv	-0.83601	0	0.01	0	-2.19824	-0.53151	0.44015
v1060	snv	-0.83601	0	0.1153	0	0.67654	1.12491	0.68237
v1061	other_complex_sv	1.20905	0	0.09327	0	-0.099	-0.37297	1.93183
v1062	snv	-0.83601	0	0.05269	0	0.85285	1.02877	-0.75485
v1063	snv	-0.83601	0	0.01	0	0.2754	0.81342	-0.53608
v1064	insertion_mei	0.9811	0	0.11468	0	1.16892	-0.43373	0.09069
v1065	small_indel	-0.03641	0	0.01	0	0.72965	-1.1923	0.86914
v1066	other_complex_sv	0.67945	0	0.01	0	0.68591	-0.00075	-0.2211
v1067	duplication_short	1.31795	0	0.01	1	0.2059	1.0558	1.19458
v1068	snv	-0.83601	0	0.01	0	0.68511	-0.40774	0.06865
v1069	snv	-0.83601	0	0.01	0	-0.69146	0.16924	-2.35697
v1070	inversion_bnd_complex	1.52833	0	0.0258	0	-2.29283	0.03623	-0.03081
v1071	duplication_short	1.50797	0	0.01	1	0.53912	1.42085	-1.05064
v1072	snv	-0.83601	0	0.01	0	-0.08342	-0.66696	-2.07013
v1073	snv	-0.83601	0	0.07637	0	-0.44774	-0.93378	0.09297
v1074	duplication_long	1.99249	0	0.01	1	0.82997	1.2524	-0.3764
v1075	snv	-0.83601	0	0.01	0	-0.61521	-0.09345	0.39276
v1076	snv	-0.83601	0	0.04061	0	-0.19083	-0.50953	0.47297
v1077	snv	-0.83601	0	0.01	0	-2.49676	-0.02374	-1.02084
v1078	snv	-0.83601	0	0.01	0	0.51653	-0.72261	-0.68376
v1079	snv	-0.83601	0	0.04226	0	-0.92737	-0.04953	0.46633
v1080	snv	-0.83601	0	0.02754	0	0.5855	1.55083	2.37296
v1081	snv	-0.83601	0	0.01	0	0.45092	-0.39729	0.12657
v1082	insertion_mei	1.88688	0	0.01	0	0.0913	1.44221	-1.94751
v1083	deletion_long	1.14246	0	0.01	1	-0.12698	-0.89765	1.77585
v1084	duplication_short	0.41979	0	0.01	1	1.41626	0.37547	-1.37187
v1085	snv	-0.83601	0	0.06991	0	-0.86785	0.74198	0.16008
